ID,NAME,CATEGORY,CHECK-IN,LAT,LONG
4f817c97e4b0c7b85619c02f,Corsini Coffee Shop | ™€™šø±ø_™_™Ê™_ ™€ø_™™_ø©,Turkish Restaurant,2335,24.70549055,46.67942081
511808e6e4b0d096b601a12a,Estra7t Handsome guys,Hookah Bar,1029,24.833988,46.759465
4e7c9e0a88777c30772abe29,Alforno co (TSC),Restaurant,2382,24.76794691,46.75790702
4e7c9e0a88777c30772abe29,Panda øÂ™Êø¿™ˆ,Restaurant,2011,24.76789007,46.7573213
4e7c9e0a88777c30772abe29,Jarir Bookstore | ™ƒ™€øÈøÂø© øåø±™_ø±,Restaurant,6521,24.76707678,46.75623536
4e7c9e0a88777c30772abe29,Starbucks | ø_øÈø_ø±øÂ™€ø_,Restaurant,13386,24.767025,46.75593734
4e7c9e0a88777c30772abe29,Baskin Robbins | øÂø_ø_™€™Ê ø±™šøÂ™Êø_,Restaurant,751,24.76715527,46.75582398
4cc3237ab2beb1f7d99e144c,Mursalat Complex | ø_™‹™ƒø±ø_™‹ø_øÈ ™ƒøå™ƒø_ ø_™‹ø_øÈøµø_™‹ø_øÈ,Mobile Phone Shop,4391,24.7473243,46.68406642
4cc3237ab2beb1f7d99e144c,Jarir Bookstore | ™ƒ™€øÈøÂø© øåø±™_ø±,Mobile Phone Shop,5780,24.74491545,46.67949155
4cc3237ab2beb1f7d99e144c,Sahara Mall øµø_ø_ø±™Š ™ƒ™š™‹,Mobile Phone Shop,14649,24.73872439,46.6831398
4cc3237ab2beb1f7d99e144c,King Abdullah Road Walking Area | ™ƒ™ƒøÇ™Š ø‡ø±™_™‰ ø_™‹™ƒ™‹™€ ø_øÂø¿ø_™‹™‹™ˆ,Mobile Phone Shop,32294,24.74108246,46.69710875
4c4c53dbc668e21ee8525afb,Jarir Bookstore | ™ƒ™€øÈøÂø© øåø±™_ø±,Coffee Shop,8997,24.70163682,46.68061401
4ea674069a524accd190a45d,King Fahad Rd | ø‡ø±™_™‰ ø_™‹™ƒ™‹™€ ™™ˆø¿,Road,29022,24.69977979,46.67742592
4ea674069a524accd190a45d,Orouba & Olaya Intersection | øÈ™‰ø_ø‡ø_ ø_™‹ø_ø±™šøÂø© ™šø_™‹ø_™‹™_ø_,Road,4983,24.71350258,46.67506328
4b8f57b6f964a520025233e3,Java Time | øåø_™ø_ øÈø_™_™ƒ,Coffee Shop,4301,24.75507408,46.68129444
4b8f57b6f964a520025233e3,Saco World | ø_ø_™‹™ƒ ø_ø_™€™š,Coffee Shop,7673,24.76928652,46.66440215
4b8f57b6f964a520025233e3,IKEA | ø_™_™€™_ø_,Coffee Shop,25438,24.65957518,46.78713062
4b8f57b6f964a520025233e3,Jarir Bookstore | ™ƒ™€øÈøÂø© øåø±™_ø±,Coffee Shop,12935,24.7724354,46.67296011
4b8d3a23f964a52088ee32e3,Marble Slab Creamery | ™ƒø_ø±øÂ™‹ ø_™‹ø_øÂ ø¢™_ø_™€ø±™_™ƒ,Japanese Restaurant,12146,24.73555056,46.64830868
4eaac9cecc217eb08e78c735,Panorama Mall | øÂø_™Ê™šø±ø_™ƒø_ ™ƒ™š™‹,Mall,61518,24.69228232,46.67018274
4f510a56e4b0390b959de7ab,Othaim Market ø£ø_™šø_™‰ ø_™‹ø_ø‚™_™ƒ,Grocery Store,650,24.75600192,46.68379286
4f41391be4b0f7b459efed08,™‰øµø± ø_™‹ø£ø_øÁ™_ø© SHOE PALACE,Shoe Store,2453,24.7135866,46.67606303
4f41391be4b0f7b459efed08,Al-Faisaliyah Mall | ™ƒøå™ƒø_ ø_™‹™™_øµ™‹™_ø©,Shoe Store,31693,24.68958374,46.68597668
4d6174ab73e76a311d0ce196,Podium | øÂ™šø¿™_™š™ƒ,Shop,837,24.71507682,46.67837384
4d6174ab73e76a311d0ce196,Al Qarawi Galleria | ø_™‹™‰ø±ø_ø_™š™_ ™‰ø_™‹™_ø±™_ø_,Shop,9343,24.71215916,46.67133328
4d6174ab73e76a311d0ce196,Hush Puppies | ™ˆøÇ øÂø_øÂ™_ø_,Shop,650,24.71393429,46.67636956
4d6174ab73e76a311d0ce196,Riyadh Gallery | ø_™‹ø±™_ø_ø_ øåø_™‹™_ø±™_,Shop,42949,24.74361948,46.65829696
4ed663742c5b3d826ea3dd7d,ZiMAS | ø_™_™ƒø_ø_,Shoe Store,61,24.71422452,46.6767091
4c892e4897828cfa5630a2aa,øµø¿™Š ø_™‹øÈø_™‹™_ø©,Coffee Shop,3019,24.71671738,46.68273637
4c892e4897828cfa5630a2aa,Starbucks | ø_øÈø_ø±øÂ™€ø_,Coffee Shop,16858,24.71490971,46.67785585
4c892e4897828cfa5630a2aa,Kingdom Tower | øÂø±øå ø_™‹™ƒ™ƒ™‹™€ø©,Coffee Shop,13695,24.71208307,46.67446911
4c892e4897828cfa5630a2aa,Centria | ø_™ÊøÈø±™_ø_,Coffee Shop,73327,24.69712918,46.68392301
4d6fe31c0187236a34ada2ba,CUP&CINO Coffee House,Coffee Shop,166,24.71221822,46.67089004
4d629fbd865a224b9119c485,Shawarmer | øÇø_™šø±™ƒø±,Restaurant,343,24.75676934,46.68580055
548ae2fb498e928ab65ea574,Subway | øµøÂ ™šø_™_,Resraurant,221,24.75602527,46.68364665
4ead94b0dab4a75e0a2724a8,dr.CAFE COFFEE | ø¿. ™€™_™,Coffee Shop,701,24.7558493,46.68337781
4b72bbd3f964a52006862de3,DIPLOMAT SWEETS  I  ø_™‹™š™_ø_øÈ ø_™‹ø¿øÂ™‹™š™ƒø_ø_™_,Dessert Shop,2143,24.72084249,46.69192135
4b72bbd3f964a52006862de3,Helen's | ™ˆ™™ó™‹™™ó™Ê,Dessert Shop,2199,24.72044028,46.69133992
4b72bbd3f964a52006862de3,Java Time | øåø_˜_ø_ øÈø_™_™ƒ,Dessert Shop,6804,24.7269577,46.69074118
4b72bbd3f964a52006862de3,Tokyo Restaurant | ™ƒø‡ø_™ƒ ø‡™š™€™_™š,Dessert Shop,13567,24.72051966,46.6908682
4bb78b8f3db7b7139222209a,Java Time | øåø_™ø_ øÈø_™_™ƒ,Coffee Shop,5198,24.71270464,46.69972658
4bb78b8f3db7b7139222209a,Kingdom Centre | ™ƒø±™€ø_ ø_™‹™ƒ™ƒ™‹™€ø©,Coffee Shop,93420,24.71163255,46.67477131
4f6f2e3be4b0e3b3be8a7752,ø_™‹™š™_ø_øÈ ™‰øµø± ø_™‹ø_™‹™š | ø_™‹ø_™‹ø_øÂ,Dessert Shop,764,24.70861594,46.70774454
4f6f2e3be4b0e3b3be8a7752,Wooden Bakery | ™š™šø¿™Ê øÂ™_™€ø±™_,Dessert Shop,5740,24.69406832,46.72288478
5193a1ad498eb76c92f3fb9d,ø_™‹ø_øÂø_øÂ ™ƒø_ ø_™‹™ƒ™‹™€ ø_øÂø¿ø_™‹ø_ø_™_ø_ ( øÈ™‰ø_ø‡ø_ ø_™‹™‹™ˆ ø_™‹ø_ ™_ø_™_™‰ ø_™‹™_™Êø_ ),Trail,1849,24.70914995,46.7069801
5193a1ad498eb76c92f3fb9d,Al-Orouba Road | ø‡ø±™_™‰ ø_™‹ø_ø±™šøÂ™ˆ,Trail,17828,24.72174972,46.69672261
5193a1ad498eb76c92f3fb9d,King Abdualaziz Rd,Trail,8244,24.7452479,46.68244395
5193a1ad498eb76c92f3fb9d,Tamimi Markets | ø£ø_™šø_™‰ ø_™‹øÈ™ƒ™_™ƒ™_,Trail,10064,24.69737751,46.70215778
5193a1ad498eb76c92f3fb9d,Hayat Mall | ø_™_ø_ø© ™ƒ™š™‹,Trail,33564,24.74293381,46.67992115
