votes_dem,votes_gop,total_votes,per_dem,per_gop,diff,state_abbr,county_name,id,victory_margin
4882,1751,6676,0.731276213,0.262282804,"3,131",AL,Lowndes County,1085,-0.468993409
7237,1394,8748,0.827274806,0.159350709,"5,843",AL,Macon County,1087,-0.667924097
62435,89199,159473,0.39150828,0.559336063,"26,764",AL,Madison County,1089,0.167827783
5607,5224,10948,0.512148338,0.477164779,383,AL,Marengo County,1091,-0.034983559
1432,11273,12912,0.110904585,0.873063817,"9,841",AL,Marion County,1093,0.762159232
4913,29217,34965,0.140511941,0.835607036,"24,304",AL,Marshall County,1095,0.695095095
68429,91087,163387,0.41881545,0.557492334,"22,658",AL,Mobile County,1097,0.138676884
4310,5771,10185,0.42317133,0.566617575,"1,461",AL,Monroe County,1099,0.143446244
58669,33928,94572,0.620363321,0.358753119,"24,741",AL,Montgomery County,1101,-0.261610202
11216,37392,49991,0.224360385,0.747974635,"26,176",AL,Morgan County,1103,0.523614251
3823,1403,5255,0.727497621,0.266983825,"2,420",AL,Perry County,1105,-0.460513796
3972,5454,9494,0.418369497,0.574468085,"1,482",AL,Pickens County,1107,0.156098589
5039,7681,13025,0.386871401,0.589712092,"2,642",AL,Pike County,1109,0.202840691
2290,7697,10130,0.226061204,0.75982231,"5,407",AL,Randolph County,1111,0.533761106
9577,9210,19136,0.500470318,0.481291806,367,AL,Russell County,1113,-0.019178512
22927,72846,99208,0.231100314,0.734275462,"49,919",AL,Shelby County,1117,0.503175147
5550,31579,37937,0.146295174,0.832406358,"26,029",AL,St. Clair County,1115,0.686111184
4739,1581,6391,0.741511501,0.247379127,"3,158",AL,Sumter County,1119,-0.494132374
12108,20596,33218,0.364501174,0.620025287,"8,488",AL,Talladega County,1121,0.255524113
5271,12967,18504,0.284857328,0.700767402,"7,696",AL,Tallapoosa County,1123,0.415910073
31746,47701,81708,0.388529887,0.583798404,"15,955",AL,Tuscaloosa County,1125,0.195268517
4486,24208,29243,0.153404233,0.827822043,"19,722",AL,Walker County,1127,0.674417809
2366,6031,8492,0.278615167,0.710197833,"3,665",AL,Washington County,1129,0.431582666
4329,1737,6095,0.710254307,0.284987695,"2,592",AL,Wilcox County,1131,-0.425266612
871,9225,10255,0.084934178,0.89956119,"8,354",AL,Winston County,1133,0.814627011
1939,3825,6167,0.314415437,0.620236744,"1,886",AR,Arkansas County,5001,0.305821307
2408,5338,8027,0.299987542,0.665005606,"2,930",AR,Ashley County,5003,0.365018064
4163,14655,19572,0.212701819,0.748773758,"10,492",AR,Baxter County,5005,0.53607194
27894,60751,94262,0.295919883,0.644490887,"32,857",AR,Benton County,5007,0.348571004
2925,12225,15912,0.183823529,0.768288084,"9,300",AR,Boone County,5009,0.584464555
1317,2163,3617,0.364113907,0.5980094,846,AR,Bradley County,5011,0.233895494
636,1554,2250,0.282666667,0.690666667,918,AR,Calhoun County,5013,0.408
3334,6773,10656,0.312875375,0.635604354,"3,439",AR,Carroll County,5015,0.322728979
2350,1716,4149,0.566401543,0.413593637,634,AR,Chicot County,5017,-0.152807906
3606,4398,8365,0.431081889,0.525762104,792,AR,Clark County,5019,0.094680215
1999,3779,5978,0.334392774,0.632151221,"1,780",AR,Clay County,5021,0.297758448
2101,9454,11968,0.175551471,0.78993984,"7,353",AR,Cleburne County,5023,0.614388369
723,2460,3299,0.21915732,0.745680509,"1,737",AR,Cleveland County,5025,0.526523189
3140,5456,8837,0.355324205,0.617404096,"2,316",AR,Columbia County,5027,0.262079891
2655,4844,7837,0.338777593,0.618093658,"2,189",AR,Conway County,5029,0.279316065
10474,22798,34968,0.299531,0.651967513,"12,324",AR,Craighead County,5031,0.352436513
4476,16655,22155,0.202031144,0.751749041,"12,179",AR,Crawford County,5033,0.549717897
8368,6953,15798,0.529687302,0.440119002,"1,415",AR,Crittenden County,5035,-0.0895683
1995,4577,6831,0.292050944,0.67003367,"2,582",AR,Cross County,5037,0.377982726
1165,1507,2741,0.425027362,0.549799343,342,AR,Dallas County,5039,0.124771981
2227,1915,4226,0.526975864,0.453147184,312,AR,Desha County,5041,-0.07382868
2364,3967,6552,0.360805861,0.60546398,"1,603",AR,Drew County,5043,0.24465812
14525,29170,46364,0.313281857,0.629151928,"14,645",AR,Faulkner County,5045,0.315870072
1376,5034,6698,0.205434458,0.751567632,"3,658",AR,Franklin County,5047,0.546133174
1067,3470,4744,0.224915683,0.731450253,"2,403",AR,Fulton County,5049,0.50653457
12283,26053,40337,0.304509507,0.645883432,"13,770",AR,Garland County,5051,0.341373925
1407,5160,6855,0.205251641,0.75273523,"3,753",AR,Grant County,5053,0.547483589
3056,10698,14422,0.211898488,0.741783386,"7,642",AR,Greene County,5055,0.529884898
2371,4391,6984,0.339490263,0.628722795,"2,020",AR,Hempstead County,5057,0.289232532
3137,8153,11815,0.265509945,0.690055015,"5,016",AR,Hot Spring County,5059,0.42454507
1350,3155,4634,0.291324989,0.68083729,"1,805",AR,Howard County,5061,0.3895123
2878,9925,13443,0.214089117,0.738302462,"7,047",AR,Independence County,5063,0.524213345
1111,4042,5396,0.205893254,0.749073388,"2,931",AR,Izard County,5065,0.543180133
1583,3262,5093,0.310818771,0.640486943,"1,679",AR,Jackson County,5067,0.329668172
15721,9231,25683,0.612116965,0.359420628,"6,490",AR,Jefferson County,5069,-0.252696336
2421,6072,8997,0.269089697,0.674891631,"3,651",AR,Johnson County,5071,0.405801934
1028,1750,2835,0.362610229,0.617283951,722,AR,Lafayette County,5073,0.254673721
1263,4064,5629,0.224373779,0.721975484,"2,801",AR,Lawrence County,5075,0.497601705
1735,1229,3004,0.577563249,0.409121172,506,AR,Lee County,5077,-0.168442077
1252,2455,3814,0.328264289,0.643681175,"1,203",AR,Lincoln County,5079,0.315416885
1397,3604,5192,0.269067797,0.694144838,"2,207",AR,Little River County,5081,0.425077042
1712,5737,7839,0.218395203,0.731853553,"4,025",AR,Logan County,5083,0.513458349
5638,19902,26766,0.210640365,0.743555257,"14,264",AR,Lonoke County,5085,0.532914892
1587,4917,6782,0.234001769,0.725007372,"3,330",AR,Madison County,5087,0.491005603
1377,5077,6718,0.204971718,0.755730872,"3,700",AR,Marion County,5089,0.550759155
4273,11293,16015,0.266812363,0.705151421,"7,020",AR,Miller County,5091,0.438339057
5621,6988,12995,0.432550981,0.537745287,"1,367",AR,Mississippi County,5093,0.105194306
1298,1400,2766,0.469269704,0.506146059,102,AR,Monroe County,5095,0.036876356
735,2573,3445,0.213352685,0.746879536,"1,838",AR,Montgomery County,5097,0.533526851
1156,2001,3233,0.357562635,0.618929787,845,AR,Nevada County,5099,0.261367151
699,2875,3731,0.187349236,0.770570893,"2,176",AR,Newton County,5101,0.583221656
4320,5347,9881,0.437202712,0.541139561,"1,027",AR,Ouachita County,5103,0.103936848
1035,2979,4213,0.24566817,0.70709708,"1,944",AR,Perry County,5105,0.461428911
4292,2443,6894,0.622570351,0.354366115,"1,849",AR,Phillips County,5107,-0.268204236
684,3150,3956,0.172901921,0.796258847,"2,466",AR,Pike County,5109,0.623356926
1878,3149,5283,0.355479841,0.596062843,"1,271",AR,Poinsett County,5111,0.240583002
1210,6606,8121,0.148996429,0.81344662,"5,396",AR,Polk County,5113,0.664450191
4818,15694,21545,0.223624971,0.72842887,"10,876",AR,Pope County,5115,0.504803899
812,2503,3404,0.238542891,0.735311398,"1,691",AR,Prairie County,5117,0.496768508
89377,61182,157728,0.566652719,0.387895618,"28,195",AR,Pulaski County,5119,-0.178757101
1425,4508,6313,0.225724695,0.714082053,"3,083",AR,Randolph County,5121,0.488357358
13247,35852,51971,0.254892151,0.68984626,"22,605",AR,Saline County,5125,0.434954109
507,2378,3017,0.16804773,0.788200199,"1,871",AR,Scott County,5127,0.620152469
601,2955,3698,0.162520281,0.799080584,"2,354",AR,Searcy County,5129,0.636560303
12184,28769,43557,0.279725417,0.660490851,"16,585",AR,Sebastian County,5131,0.380765434
1075,3281,4517,0.237989816,0.726367058,"2,206",AR,Sevier County,5133,0.488377242
1472,5405,7190,0.20472879,0.751738526,"3,933",AR,Sharp County,5135,0.547009736
4031,3195,7412,0.543847814,0.431057744,836,AR,St. Francis County,5123,-0.11279007
1189,4081,5527,0.215125746,0.738375249,"2,892",AR,Stone County,5137,0.523249502
5667,10201,16338,0.346860081,0.624372628,"4,534",AR,Union County,5139,0.277512547
1547,5382,7111,0.217550274,0.756855576,"3,835",AR,Van Buren County,5141,0.539305302
32296,40418,78153,0.413240695,0.517165048,"8,122",AR,Washington County,5143,0.103924354
5157,21038,27451,0.187862009,0.766383738,"15,881",AR,White County,5145,0.57852173
1117,1344,2550,0.438039216,0.527058824,227,AR,Woodruff County,5147,0.089019608
1472,4600,6389,0.230395993,0.719987478,"3,128",AR,Yell County,5149,0.489591485
12196,5315,18659,0.653625596,0.284849134,"6,881",AZ,Apache County,4001,-0.368776462
15291,25036,43147,0.354393121,0.580248916,"9,745",AZ,Cochise County,4003,0.225855795
25308,16573,44929,0.563288744,0.368870885,"8,735",AZ,Coconino County,4005,-0.194417859
6746,13672,21398,0.315263109,0.638938219,"6,926",AZ,Gila County,4007,0.32367511
3301,8025,11939,0.276488818,0.672166848,"4,724",AZ,Graham County,4009,0.39567803
1092,1892,3243,0.336725254,0.583410422,800,AZ,Greenlee County,4011,0.246685168
1318,3381,4931,0.267288582,0.685662137,"2,063",AZ,La Paz County,4012,0.418373555
549040,590465,1201934,0.456797129,0.491262415,"41,425",AZ,Maricopa County,4013,0.034465287
16485,54656,74189,0.222202752,0.73671299,"38,171",AZ,Mohave County,4015,0.514510237
15362,18165,35409,0.433844503,0.513005168,"2,803",AZ,Navajo County,4017,0.079160665
195649,147019,360762,0.542321531,0.40752352,"48,630",AZ,Pima County,4019,-0.134798011
35737,53857,93805,0.380971164,0.574137839,"18,120",AZ,Pinal County,4021,0.193166676
10684,3650,14926,0.715797936,0.244539729,"7,034",AZ,Santa Cruz County,4023,-0.471258207
29705,58862,92780,0.320165984,0.634425523,"29,157",AZ,Yavapai County,4025,0.314259539
18336,20586,40759,0.449863834,0.505066366,"2,250",AZ,Yuma County,4027,0.055202532
486351,91189,613195,0.793142475,0.148711258,"395,162",CA,Alameda County,6001,-0.644431217
318,211,575,0.553043478,0.366956522,107,CA,Alpine County,6003,-0.186086957
5904,10239,17186,0.343535436,0.595775631,"4,335",CA,Amador County,6005,0.252240196
38676,42193,87847,0.440265462,0.480300978,"3,517",CA,Butte County,6007,0.040035516
7738,13072,22334,0.34646727,0.585295961,"5,334",CA,Calaveras County,6009,0.238828692
2659,3551,6594,0.403245375,0.538519867,892,CA,Colusa County,6011,0.135274492
286658,105819,415972,0.689128114,0.254389719,"180,839",CA,Contra Costa County,6013,-0.434738396
3485,5134,9361,0.372289285,0.548445679,"1,649",CA,Del Norte County,6015,0.176156394
35243,47633,89228,0.394976913,0.533834671,"12,390",CA,El Dorado County,6017,0.138857758
123660,113949,250264,0.494118211,0.455315187,"9,711",CA,Fresno County,6019,-0.038803024
3065,5788,9379,0.326793901,0.617123361,"2,723",CA,Glenn County,6021,0.290329459
19596,10883,33636,0.582590082,0.323552147,"8,713",CA,Humboldt County,6023,-0.259037936
28467,11295,41751,0.68182798,0.270532442,"17,172",CA,Imperial County,6025,-0.411295538
3155,4248,7996,0.394572286,0.531265633,"1,093",CA,Inyo County,6027,0.136693347
86481,119164,217725,0.397202894,0.547314273,"32,683",CA,Kern County,6029,0.150111379
12902,17446,32250,0.400062016,0.54096124,"4,544",CA,Kings County,6031,0.140899225
6240,5752,13045,0.478344193,0.440935224,488,CA,Lake County,6033,-0.037408969
2224,7574,10422,0.213394742,0.726731913,"5,350",CA,Lassen County,6035,0.513337171
1893770,620285,2652072,0.714071865,0.233886938,"1,273,485",CA,Los Angeles County,6037,-0.480184927
13283,19221,34263,0.38767767,0.560984152,"5,938",CA,Madera County,6039,0.173306482
86650,17531,109941,0.788150008,0.159458255,"69,119",CA,Marin County,6041,-0.628691753
3122,5185,8877,0.351695393,0.584093725,"2,063",CA,Mariposa County,6043,0.232398333
6905,3571,11435,0.603847836,0.312286839,"3,334",CA,Mendocino County,6045,-0.291560997
21856,18486,42523,0.513980669,0.434729441,"3,370",CA,Merced County,6047,-0.079251229
798,2413,3359,0.237570706,0.718368562,"1,615",CA,Modoc County,6049,0.480797857
2696,2080,5154,0.523088863,0.403570043,616,CA,Mono County,6051,-0.11951882
64733,26378,96676,0.669587074,0.272849518,"38,355",CA,Monterey County,6053,-0.396737556
26161,11946,40393,0.647661724,0.295744312,"14,215",CA,Napa County,6055,-0.351917411
16199,14686,33258,0.48707078,0.441577966,"1,513",CA,Nevada County,6057,-0.045492814
556544,472669,1092116,0.509601544,0.432801094,"83,875",CA,Orange County,6059,-0.07680045
61969,78977,150532,0.411666622,0.524652566,"17,008",CA,Placer County,6061,0.112985943
3224,5079,8830,0.365118913,0.575198188,"1,855",CA,Plumas County,6063,0.210079275
339145,309514,683612,0.496107441,0.452762678,"29,631",CA,Riverside County,6065,-0.043344763
273768,163024,467526,0.585567434,0.348695046,"110,744",CA,Sacramento County,6067,-0.236872388
10050,6471,17572,0.57193262,0.368256317,"3,579",CA,San Benito County,6069,-0.203676303
312517,253962,598783,0.521920295,0.424130278,"58,555",CA,San Bernardino County,6071,-0.097790017
567243,386807,1011651,0.560710166,0.382352214,"180,436",CA,San Diego County,6073,-0.178357952
312443,34493,365295,0.855316936,0.094425054,"277,950",CA,San Francisco County,6075,-0.760891882
89791,68316,166647,0.53880958,0.409944373,"21,475",CA,San Joaquin County,6077,-0.128865206
63001,52672,124575,0.505727473,0.422813566,"10,329",CA,San Luis Obispo County,6079,-0.082913907
219580,53731,287499,0.763759178,0.186891085,"165,849",CA,San Mateo County,6081,-0.576868093
100120,53740,164224,0.609655105,0.32723597,"46,380",CA,Santa Barbara County,6083,-0.282419135
483472,137452,659148,0.73348019,0.208529799,"346,020",CA,Santa Clara County,6085,-0.524950391
85185,20158,113509,0.750469126,0.177589442,"65,027",CA,Santa Cruz County,6087,-0.572879684
20471,47587,72554,0.282148469,0.655883893,"27,116",CA,Shasta County,6089,0.373735425
601,1048,1804,0.333148559,0.580931264,447,CA,Sierra County,6091,0.247782705
7106,11212,19836,0.358237548,0.565234926,"4,106",CA,Siskiyou County,6093,0.206997379
97159,49595,156067,0.622546727,0.317780184,"47,564",CA,Solano County,6095,-0.304766543
116027,37421,164060,0.707222967,0.22809338,"78,606",CA,Sonoma County,6097,-0.479129587
73939,72960,156141,0.473539941,0.467269968,979,CA,Stanislaus County,6099,-0.006269974
11831,16780,30429,0.38880673,0.551447632,"4,949",CA,Sutter County,6101,0.162640902
6571,14981,22875,0.287256831,0.654907104,"8,410",CA,Tehama County,6103,0.367650273
1876,2409,4716,0.397794741,0.510814249,533,CA,Trinity County,6105,0.113019508
39099,50488,94571,0.413435408,0.533863447,"11,389",CA,Tulare County,6107,0.120428038
8580,13486,23472,0.365541922,0.574556919,"4,906",CA,Tuolumne County,6109,0.209014997
170489,118764,307881,0.553749663,0.385746441,"51,725",CA,Ventura County,6111,-0.168003222
34460,13178,50623,0.680718251,0.260316457,"21,282",CA,Yolo County,6113,-0.420401794
7234,12313,21058,0.343527401,0.584718397,"5,079",CA,Yuba County,6115,0.241190996
86471,73807,175125,0.493767309,0.421453248,"12,664",CO,Adams County,8001,-0.072314061
3168,3031,6897,0.459330144,0.439466435,137,CO,Alamosa County,8003,-0.019863709
148365,109638,281658,0.526755853,0.389259314,"38,727",CO,Arapahoe County,8005,-0.137496538
2489,4234,7290,0.341426612,0.58079561,"1,745",CO,Archuleta County,8007,0.239368999
278,1716,2107,0.131941149,0.814428097,"1,438",CO,Baca County,8009,0.682486948
581,1166,1892,0.307082452,0.61627907,585,CO,Bent County,8011,0.309196617
124715,38766,176735,0.705661018,0.219345348,"85,949",CO,Boulder County,8013,-0.48631567
19530,14272,37342,0.523003588,0.38219699,"5,258",CO,Broomfield County,8014,-0.140806598
4773,5283,10999,0.433948541,0.480316392,510,CO,Chaffee County,8015,0.046367852
127,905,1076,0.11802974,0.841078067,778,CO,Cheyenne County,8017,0.723048327
2585,2426,5532,0.467281273,0.438539407,159,CO,Clear Creek County,8019,-0.028741866
1753,1885,3970,0.441561713,0.474811083,132,CO,Conejos County,8021,0.03324937
1109,581,1820,0.609340659,0.319230769,528,CO,Costilla County,8023,-0.29010989
336,1069,1511,0.222369292,0.707478491,733,CO,Crowley County,8025,0.485109199
797,2059,3064,0.260117493,0.671997389,"1,262",CO,Custer County,8027,0.411879896
4048,11584,16661,0.242962607,0.695276394,"7,536",CO,Delta County,8029,0.452313787
174611,43637,232291,0.751690767,0.187854889,"130,974",CO,Denver County,8031,-0.563835878
227,936,1230,0.184552846,0.76097561,709,CO,Dolores County,8033,0.576422764
67045,100178,182918,0.366530358,0.547666167,"33,133",CO,Douglas County,8035,0.181135809
12652,8153,22611,0.559550661,0.36057671,"4,499",CO,Eagle County,8037,-0.198973951
3056,11536,15689,0.194786156,0.735292243,"8,480",CO,Elbert County,8039,0.540506087
105807,176506,313273,0.337746949,0.563425511,"70,699",CO,El Paso County,8041,0.225678562
5275,15066,21880,0.241087751,0.68857404,"9,791",CO,Fremont County,8043,0.447486289
11205,13071,26328,0.425592525,0.496467639,"1,866",CO,Garfield County,8045,0.070875114
1634,1564,3574,0.457190823,0.437604924,70,CO,Gilpin County,8047,-0.019585898
3319,4467,8513,0.38987431,0.524726888,"1,148",CO,Grand County,8049,0.134852578
5068,3250,9299,0.545004839,0.349499946,"1,818",CO,Gunnison County,8051,-0.195504893
197,339,589,0.334465195,0.575551783,142,CO,Hinsdale County,8053,0.241086587
1631,1875,3772,0.432396607,0.497083775,244,CO,Huerfano County,8055,0.064687169
171,628,862,0.19837587,0.728538283,457,CO,Jackson County,8057,0.530162413
151885,130233,309529,0.490697156,0.420745714,"21,652",CO,Jefferson County,8059,-0.069951442
91,726,853,0.106682298,0.851113716,635,CO,Kiowa County,8061,0.744431419
526,2894,3613,0.145585386,0.800996402,"2,368",CO,Kit Carson County,8063,0.655411016
1600,1264,3175,0.503937008,0.398110236,336,CO,Lake County,8065,-0.105826772
15300,12471,30722,0.498014452,0.405930603,"2,829",CO,La Plata County,8067,-0.092083849
92170,82624,193897,0.475355472,0.426123148,"9,546",CO,Larimer County,8069,-0.049232324
2614,3656,6693,0.390557299,0.546242343,"1,042",CO,Las Animas County,8071,0.155685044
399,1873,2402,0.166111574,0.779766861,"1,474",CO,Lincoln County,8073,0.613655287
1843,7272,9702,0.189960833,0.749536178,"5,429",CO,Logan County,8075,0.559575345
20958,48129,74876,0.279902773,0.642782734,"27,171",CO,Mesa County,8077,0.362879962
237,344,652,0.363496933,0.527607362,107,CO,Mineral County,8079,0.164110429
874,5293,6510,0.134254992,0.813056836,"4,419",CO,Moffat County,8081,0.678801843
3920,7771,12706,0.308515662,0.611600819,"3,851",CO,Montezuma County,8083,0.303085157
5438,14303,21070,0.258092074,0.678832463,"8,865",CO,Montrose County,8085,0.420740389
3128,8104,11888,0.263122476,0.681695828,"4,976",CO,Morgan County,8087,0.418573351
1719,2988,5038,0.341206828,0.593092497,"1,269",CO,Otero County,8089,0.251885669
1690,1337,3287,0.514146638,0.406753879,353,CO,Ouray County,8091,-0.107392759
3351,6053,10245,0.327086384,0.590824793,"2,702",CO,Park County,8093,0.263738409
436,1791,2332,0.186963979,0.768010292,"1,355",CO,Phillips County,8095,0.581046312
7239,2522,10387,0.696928853,0.242803504,"4,717",CO,Pitkin County,8097,-0.454125349
1173,3508,4978,0.235636802,0.704700683,"2,335",CO,Prowers County,8099,0.469063881
27945,27746,60112,0.46488222,0.461571733,199,CO,Pueblo County,8101,-0.003310487
433,2782,3436,0.126018626,0.809662398,"2,349",CO,Rio Blanco County,8103,0.683643772
1985,3060,5488,0.361698251,0.557580175,"1,075",CO,Rio Grande County,8105,0.195881924
7487,5149,13772,0.543639268,0.373874528,"2,338",CO,Routt County,8107,-0.16976474
1345,1109,2707,0.496859993,0.409678611,236,CO,Saguache County,8109,-0.087181382
265,215,506,0.523715415,0.424901186,50,CO,San Juan County,8111,-0.098814229
2960,1030,4311,0.686615634,0.238923684,"1,930",CO,San Miguel County,8113,-0.447691951
267,1015,1364,0.195747801,0.744134897,748,CO,Sedgwick County,8115,0.548387097
9502,5064,16061,0.591619451,0.315297927,"4,438",CO,Summit County,8117,-0.276321524
3547,9580,14203,0.249735971,0.674505386,"6,033",CO,Teller County,8119,0.424769415
289,2284,2708,0.106720827,0.843426883,"1,995",CO,Washington County,8121,0.736706056
45869,75882,133790,0.342843262,0.567172434,"30,013",CO,Weld County,8123,0.224329173
701,3755,4664,0.150300172,0.805102916,"3,054",CO,Yuma County,8125,0.654802744
238723,155457,410279,0.581855274,0.378905574,"83,266",CT,Fairfield County,9001,-0.2029497
233789,147912,399219,0.585615915,0.370503408,"85,877",CT,Hartford County,9003,-0.215112507
39836,53376,97434,0.40885112,0.547816984,"13,540",CT,Litchfield County,9005,0.138965864
45306,38847,88402,0.512499717,0.439435759,"6,459",CT,Middlesex County,9007,-0.073063958
203601,158373,375909,0.541623106,0.421306752,"45,228",CT,New Haven County,9009,-0.120316353
62951,54574,124527,0.505520891,0.438250339,"8,377",CT,New London County,9011,-0.067270552
38450,33989,77069,0.49890358,0.441020384,"4,461",CT,Tolland County,9013,-0.057883196
21776,25738,50703,0.42948149,0.507622823,"3,962",CT,Windham County,9015,0.078141333
260223,11553,280272,0.928465919,0.041220671,"248,670",DC,District of Columbia,11001,-0.887245247
33347,36989,74253,0.4490997,0.498148223,"3,642",DE,Kent County,10001,0.049048523
162905,85507,261468,0.623039913,0.327026634,"77,398",DE,New Castle County,10003,-0.296013279
39329,62607,105814,0.371680496,0.591670289,"23,278",DE,Sussex County,10005,0.219989793
75370,46584,127827,0.58962504,0.36443005,"28,786",FL,Alachua County,12001,-0.22519499
